'0:01.429',0.192
'0:01.431',0.177
'0:01.432',0.192
'0:01.433',0.192
'0:01.435',0.185
'0:01.436',0.185
'0:01.438',0.192
'0:01.439',0.192
'0:01.440',0.177
'0:01.442',0.169
'0:01.443',0.169
'0:01.444',0.185
'0:01.446',0.185
'0:01.447',0.177
'0:01.449',0.177
'0:01.450',0.185
'0:01.451',0.185
'0:01.453',0.177
'0:01.454',0.185
'0:01.456',0.185
'0:01.457',0.185
'0:01.458',0.185
'0:01.460',0.192
'0:01.461',0.185
'0:01.463',0.185
'0:01.464',0.192
'0:01.465',0.185
'0:01.467',0.185
'0:01.468',0.185
'0:01.469',0.185
'0:01.471',0.185
'0:01.472',0.177
'0:01.474',0.185
'0:01.475',0.185
'0:01.476',0.185
'0:01.478',0.177
'0:01.479',0.185
'0:01.481',0.192
'0:01.482',0.185
'0:01.483',0.185
'0:01.485',0.192
'0:01.486',0.185
'0:01.488',0.177
'0:01.489',0.177
'0:01.490',0.177
'0:01.492',0.169
'0:01.493',0.162
'0:01.494',0.177
'0:01.496',0.177
'0:01.497',0.169
'0:01.499',0.162
'0:01.500',0.177
'0:01.501',0.177
'0:01.503',0.185
'0:01.504',0.185
'0:01.506',0.185
'0:01.507',0.185
'0:01.508',0.192
'0:01.510',0.200
'0:01.511',0.208
'0:01.513',0.208
'0:01.514',0.208
'0:01.515',0.200
'0:01.517',0.208
'0:01.518',0.208
'0:01.519',0.200
'0:01.521',0.200
'0:01.522',0.192
'0:01.524',0.208
'0:01.525',0.192
'0:01.526',0.192
'0:01.528',0.192
'0:01.529',0.192
'0:01.531',0.192
'0:01.532',0.185
'0:01.533',0.177
'0:01.535',0.200
'0:01.536',0.192
'0:01.538',0.185
'0:01.539',0.208
'0:01.540',0.215
'0:01.542',0.208
'0:01.543',0.208
'0:01.544',0.208
'0:01.546',0.208
'0:01.547',0.200
'0:01.549',0.208
'0:01.550',0.223
'0:01.551',0.200
'0:01.553',0.208
'0:01.554',0.200
'0:01.556',0.215
'0:01.557',0.215
'0:01.558',0.215
'0:01.560',0.223
'0:01.561',0.215
'0:01.563',0.215
'0:01.564',0.223
'0:01.565',0.215
'0:01.567',0.215
'0:01.568',0.208
'0:01.569',0.215
'0:01.571',0.215
'0:01.572',0.208
'0:01.574',0.215
'0:01.575',0.215
'0:01.576',0.215
'0:01.578',0.223
'0:01.579',0.215
'0:01.581',0.215
'0:01.582',0.215
'0:01.583',0.208
'0:01.585',0.208
'0:01.586',0.208
'0:01.588',0.215
'0:01.589',0.215
'0:01.590',0.208
'0:01.592',0.208
'0:01.593',0.208
'0:01.594',0.215
'0:01.596',0.208
'0:01.597',0.200
'0:01.599',0.208
'0:01.600',0.215
'0:01.601',0.200
'0:01.603',0.200
'0:01.604',0.215
'0:01.606',0.208
'0:01.607',0.208
'0:01.608',0.208
'0:01.610',0.208
'0:01.611',0.208
'0:01.613',0.215
'0:01.614',0.208
'0:01.615',0.192
'0:01.617',0.200
'0:01.618',0.208
'0:01.619',0.200
'0:01.621',0.200
'0:01.622',0.200
'0:01.624',0.200
'0:01.625',0.200
'0:01.626',0.208
'0:01.628',0.208
'0:01.629',0.215
'0:01.631',0.223
'0:01.632',0.223
'0:01.633',0.215
'0:01.635',0.223
'0:01.636',0.223
'0:01.638',0.215
'0:01.639',0.215
'0:01.640',0.208
'0:01.642',0.200
'0:01.643',0.200
'0:01.644',0.208
'0:01.646',0.208
'0:01.647',0.208
'0:01.649',0.223
'0:01.650',0.223
'0:01.651',0.215
'0:01.653',0.238
'0:01.654',0.238
'0:01.656',0.231
'0:01.657',0.238
'0:01.658',0.246
'0:01.660',0.223
'0:01.661',0.238
'0:01.663',0.246
'0:01.664',0.223
'0:01.665',0.223
'0:01.667',0.231
'0:01.668',0.223
'0:01.669',0.215
'0:01.671',0.231
'0:01.672',0.231
'0:01.674',0.223
'0:01.675',0.231
'0:01.676',0.238
'0:01.678',0.238
'0:01.679',0.238
'0:01.681',0.262
'0:01.682',0.262
'0:01.683',0.269
'0:01.685',0.269
'0:01.686',0.277
'0:01.688',0.269
'0:01.689',0.269
'0:01.690',0.277
'0:01.692',0.277
'0:01.693',0.285
'0:01.694',0.262
'0:01.696',0.262
'0:01.697',0.277
'0:01.699',0.269
'0:01.700',0.262
'0:01.701',0.254
'0:01.703',0.254
'0:01.704',0.254
'0:01.706',0.254
'0:01.707',0.269
'0:01.708',0.262
'0:01.710',0.269
'0:01.711',0.277
'0:01.713',0.262
'0:01.714',0.277
'0:01.715',0.277
'0:01.717',0.277
'0:01.718',0.285
'0:01.719',0.300
'0:01.721',0.308
'0:01.722',0.300
'0:01.724',0.292
'0:01.725',0.300
'0:01.726',0.308
'0:01.728',0.308
'0:01.729',0.308
'0:01.731',0.292
'0:01.732',0.308
'0:01.733',0.300
'0:01.735',0.300
'0:01.736',0.300
'0:01.738',0.292
'0:01.739',0.285
'0:01.740',0.277
'0:01.742',0.277
'0:01.743',0.285
'0:01.744',0.292
'0:01.746',0.292
'0:01.747',0.285
'0:01.749',0.292
'0:01.750',0.300
'0:01.751',0.300
'0:01.753',0.300
'0:01.754',0.308
'0:01.756',0.300
'0:01.757',0.292
'0:01.758',0.300
'0:01.760',0.300
'0:01.761',0.292
'0:01.763',0.292
